f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
70.859,56.968,53.372,0.98458,0.53972,0.57916,71.859,58.036,54.375,0.98641,0.96973,0.96855
82.913,68.951,59.566,1.2686,0.63208,0.51663,83.913,70.001,60.664,0.98237,0.96298,0.96447
100.76,86.801,72.813,1.4329,0.73302,0.5123,101.76,87.832,73.828,0.9874,0.98736,0.98368
76.597,73.989,57.156,1.6756,0.93163,0.55825,77.597,75.011,58.196,0.98272,0.98298,0.975
36.7,27.033,20.126,1.7761,0.55067,0.32645,37.7,28.045,21.223,0.85465,0.75369,0.81045
59.884,57.445,30.936,3.2782,0.82909,0.29047,60.884,58.467,32.22,0.95984,0.86254,0.89693
28.56,21.622,16.355,1.8692,0.5742,0.33238,29.561,22.635,17.386,0.85713,0.76784,0.80241
70.9,68.293,36.946,2.9199,0.78227,0.302,71.9,69.323,38.248,0.98219,0.92997,0.93884
56.892,50.117,29.188,3.6617,0.77956,0.25177,57.836,51.099,30.421,0.95725,0.90291,0.90614
56.136,50.038,30.533,2.5654,0.73193,0.30686,57.131,51.06,32.108,0.97543,0.91696,0.92581
49.483,41.437,22.91,4.0223,0.71818,0.20887,50.483,42.441,24.207,0.94897,0.84014,0.88346
102.91,97.152,56.673,2.9301,0.87099,0.30471,103.91,98.152,58.7,0.99022,0.93067,0.946
199.95,205.85,221.18,0.87194,1.0551,1.2145,200.95,206.85,222.18,0.68129,0.57828,0.61749
175.23,176.36,186.22,0.93079,0.98955,1.089,176.23,177.36,187.22,0.85745,0.72094,0.75967
208.56,215.74,232.92,0.85797,1.0701,1.2472,209.56,216.74,233.92,0.58927,0.45829,0.51354
188.23,193.68,210.06,0.84861,1.0569,1.2455,189.23,194.68,211.04,0.79268,0.72092,0.75186
162.09,158.87,162.38,0.97372,0.94109,0.98015,163.09,159.79,160.52,0.92433,0.87109,0.85685
154.52,149.55,153.35,0.97334,0.91498,0.95693,155.52,150.51,152.05,0.93924,0.90517,0.88605
233.84,243.46,254.97,0.91175,1.084,1.1889,234.84,244.46,255,0.53023,0.22817,0.26643
232.05,240.81,254.93,0.89233,1.077,1.207,233.05,241.81,254.9,0.49069,0.19993,0.2462
108.65,99.537,96.662,1.0585,0.8406,0.80561,109.65,100.54,97.662,0.94972,0.95643,0.89822
133.7,130.76,135.84,0.94358,0.94965,1.0341,134.7,131.76,136.84,0.97532,0.97044,0.94397
105.67,100.02,101.5,0.96864,0.90057,0.94686,106.67,101.02,102.5,0.97521,0.92415,0.86685
