f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
85.102,56.028,42.251,1.7586,0.43476,0.2474,86.102,57.028,43.264,0.95078,0.96833,0.91634
72.306,71.092,59.392,1.6289,1.0919,0.72568,73.307,72.092,60.403,0.89351,0.93435,0.91465
52.498,68.802,42.099,3.0809,1.8299,0.65599,53.502,69.802,43.232,0.8835,0.88196,0.90907
78.367,66.95,55.952,1.4669,0.81298,0.57079,79.367,67.95,56.965,0.87886,0.97138,0.91037
44.88,65.052,41.043,2.6911,2.163,0.83587,45.884,66.052,42.221,0.89219,0.92641,0.90899
77.597,72.825,53.053,2.1246,1.1003,0.50318,78.597,73.825,54.075,0.87819,0.95773,0.89851
94.673,73.154,57.236,1.7838,0.66438,0.37132,95.673,74.154,58.252,0.89097,0.95209,0.91013
98.138,86.143,67.802,1.6204,0.77947,0.47911,99.138,87.143,68.802,0.75088,0.94707,0.81611
98.051,79.892,64.541,1.5548,0.70508,0.44612,99.051,80.892,65.541,0.82202,0.9509,0.85007
125.01,126.74,137.16,0.85395,1.0278,1.2037,126.01,127.74,138.16,0.94156,0.9409,0.89206
129.91,131.73,142.65,0.85282,1.0283,1.2059,130.91,132.73,143.65,0.9242,0.88642,0.80817
121.69,122.66,132.38,0.85881,1.0158,1.183,122.69,123.66,133.38,0.92437,0.94486,0.85715
127.57,128.89,139.59,0.85259,1.0208,1.1973,128.57,129.89,140.59,0.93076,0.93886,0.87194
77.497,89.184,46.437,3.9392,1.3392,0.36044,78.497,90.184,47.483,0.90318,0.86576,0.91081
97.733,98.335,77.289,2.0625,1.0604,0.61142,98.733,99.335,78.304,0.92943,0.88343,0.91448
88.245,91.553,53.332,3.0145,1.0858,0.36417,89.245,92.553,54.373,0.86298,0.86484,0.94479
109.42,101.24,94.73,1.1932,0.85525,0.75374,110.42,102.24,95.737,0.96619,0.94885,0.94683
144.66,120,101.18,1.4156,0.69603,0.50188,145.66,121,102.26,0.89197,0.94006,0.87523
142.1,122.85,108.95,1.2939,0.77975,0.65012,143.1,123.85,109.96,0.91827,0.89788,0.8322
156.73,135.48,119.94,1.2699,0.76585,0.62044,157.73,136.48,120.94,0.90464,0.95307,0.79707
113.64,112.95,114.26,0.97843,0.98784,1.0108,114.64,113.95,115.26,0.99029,0.96926,0.95403
132.98,139.56,150.03,0.86551,1.1021,1.2752,133.98,140.56,151.03,0.9938,0.99185,0.98238
131.13,137.82,148.71,0.85843,1.1059,1.2889,132.13,138.82,149.71,0.99346,0.99381,0.98587
137.1,143.12,153.38,0.87073,1.0897,1.2517,138.1,144.12,154.38,0.99143,0.98755,0.969
137.3,142.25,152.27,0.87357,1.0736,1.2306,138.3,143.25,153.27,0.97462,0.98631,0.93645
72.458,67.808,68.767,0.92461,0.82475,0.89376,73.458,68.808,69.769,0.99231,0.99288,0.98862
51.326,52.412,57.307,0.83447,1.0445,1.2539,52.326,53.412,58.307,0.97294,0.98389,0.97041
116.81,112.7,110.73,1.0563,0.91708,0.88115,117.81,113.7,111.73,0.99512,0.99717,0.98776
52.948,53.646,57.582,0.84628,1.0403,1.2385,53.948,54.646,58.582,0.98086,0.99099,0.98169
49.457,36.275,31.274,1.5196,0.51365,0.40879,50.457,37.275,32.307,0.97092,0.97181,0.95068
47.602,30.866,23.603,1.8672,0.44867,0.29938,48.602,31.866,24.634,0.93689,0.92062,0.83154
70.189,49.631,36.469,1.8554,0.50068,0.27099,71.189,50.631,37.471,0.96243,0.95214,0.93369
76.108,46.441,32.625,2.0345,0.37251,0.18394,77.108,47.441,33.633,0.93155,0.96724,0.9303
76.659,70.923,68.693,1.0113,0.79903,0.80534,77.659,71.923,69.694,0.99345,0.98723,0.98384
46.523,45.738,37.333,1.7891,0.97523,0.67872,47.661,46.738,38.717,0.98659,0.92514,0.93397
90.347,86.539,83.958,1.0688,0.91444,0.85867,91.347,87.539,84.958,0.99885,0.9983,0.99687
28.741,28.513,22.305,2.053,1.0002,0.64066,30.05,29.513,23.388,0.96545,0.89333,0.9075
110.89,108.03,64.622,2.827,0.97056,0.3443,111.89,109.03,65.629,0.8401,0.9473,0.89252
124.45,119.15,73.706,2.6632,0.92971,0.35231,125.45,120.15,74.708,0.87458,0.94226,0.9013
109.59,106.3,66.362,2.6061,0.95546,0.36684,110.59,107.3,67.374,0.85015,0.96313,0.8719
118.15,110.78,66.751,2.8307,0.88221,0.31812,119.15,111.78,67.76,0.82151,0.91773,0.88849
141.85,137.24,136.24,1.0128,0.93806,0.92714,142.85,138.24,137.24,0.9852,0.99026,0.97126
151.41,146.38,145.22,1.0133,0.93787,0.92747,152.41,147.38,146.22,0.98595,0.98297,0.95642
164.11,153.1,148.12,1.0683,0.8707,0.81532,165.11,154.1,149.12,0.98141,0.96351,0.92627
186.66,173.32,165.7,1.0939,0.86262,0.78905,187.66,174.32,166.7,0.97543,0.96575,0.90338
106.36,91.242,69.813,2.0048,0.71761,0.40337,107.36,92.242,70.824,0.95118,0.93961,0.9419
106.63,93.042,81.679,1.5295,0.72389,0.52883,107.63,94.042,82.702,0.97975,0.97334,0.94298
160.37,147.21,138.45,1.1335,0.84434,0.74952,161.37,148.21,139.45,0.97151,0.97439,0.92425
163.68,153.65,147.84,1.0802,0.88122,0.81584,164.68,154.65,148.84,0.98341,0.97892,0.95234
86.801,51.185,10.383,42.897,0.34332,0.014985,87.718,52.184,13.765,0.97525,0.15996,0.13555
83.732,54.932,8.1813,62.206,0.43279,0.011084,84.732,55.932,11.772,0.97285,0.012272,-0.079091
119.41,71.976,22.711,11.463,0.36344,0.037003,120.41,72.976,26.422,0.97193,0.24478,0.23508
88.462,63.941,14.586,21.149,0.53167,0.030837,89.462,64.941,18.455,0.96976,0.058273,-0.063079
137.27,129.77,125.53,1.0689,0.89493,0.83848,138.27,130.77,126.53,0.98529,0.95342,0.94961
135.22,127.51,123.85,1.0607,0.88965,0.84,136.22,128.51,124.86,0.98946,0.96433,0.95103
145.27,134.54,129.2,1.0844,0.85784,0.7912,146.27,135.54,130.2,0.9943,0.98908,0.97957
120.2,112.54,107.97,1.0875,0.87673,0.80744,121.2,113.54,109,0.99069,0.92787,0.93399
153.09,107.3,49.017,6.2037,0.47087,0.10896,150.36,108.29,51.62,0.95595,0.77301,0.7389
150.53,108.43,52.377,7.4987,0.51323,0.12574,150.17,109.43,54.605,0.94746,0.72086,0.66345
166.63,117.75,37.059,11.321,0.49743,0.048656,166.9,118.75,39.567,0.95034,0.46148,0.40873
134.88,97.855,27.593,12.871,0.52769,0.042139,135.88,98.855,30.607,0.90912,0.31585,0.21778
171.87,119.51,96.479,1.6991,0.53434,0.34338,172.86,120.51,97.594,0.83065,0.95199,0.76923
90.776,68.386,61.947,1.2104,0.58453,0.51344,91.773,69.386,63.021,0.93648,0.95764,0.87306
96.582,79.057,49.571,2.6141,0.68098,0.26815,97.582,80.057,50.706,0.91213,0.89535,0.8867
49.806,33.495,32.06,1.0916,0.45239,0.41482,50.806,34.495,33.06,0.868,0.94462,0.8638
149.34,95.19,65.04,2.3052,0.43148,0.19775,150.34,96.19,66.117,0.86763,0.88809,0.74483
175.5,122.05,95.258,1.8572,0.5144,0.31109,176.5,123.05,96.383,0.71573,0.96365,0.67988
134.18,90.997,62.103,2.2096,0.4598,0.21545,135.18,91.997,63.251,0.91485,0.85432,0.7295
140.63,111.53,87.449,1.6761,0.62421,0.38309,141.63,112.53,88.7,0.9632,0.97866,0.92657
90.988,50.747,20.183,7.5333,0.31022,0.050508,91.954,51.747,22.345,0.93324,0.6006,0.48389
137.59,86.615,44.443,4.4449,0.3921,0.101,138.57,87.615,46.269,0.95202,0.71955,0.62554
96.466,55.461,22.148,6.3508,0.33045,0.052831,97.466,56.461,24.388,0.96563,0.34219,0.27941
97.878,57.62,27.674,4.7087,0.34656,0.082071,98.878,58.62,29.492,0.94763,0.57233,0.43631
120.65,98.178,86.031,1.3467,0.65345,0.4944,121.57,99.178,87.015,0.98841,0.98671,0.98245
94.454,83.458,74.854,1.2852,0.76869,0.61534,95.454,84.458,75.854,0.98281,0.9697,0.94112
139.27,122.5,108.39,1.2791,0.77309,0.60675,140.27,123.5,109.39,0.99038,0.98268,0.96134
116.26,112.43,109.08,1.0627,0.93608,0.88209,117.26,113.43,110.08,0.96773,0.96219,0.90491
120.69,99.154,89.307,1.3968,0.6672,0.55949,121.69,100.15,90.309,0.9667,0.97906,0.9098
119.27,98.556,89.154,1.3538,0.6667,0.5557,120.27,99.556,90.174,0.96479,0.97511,0.90556
149.92,151.44,155.89,0.94355,1.0213,1.0834,150.92,152.44,156.89,0.97215,0.97695,0.9055
149.52,147.32,146.44,1.0166,0.96436,0.9508,150.52,148.32,147.44,0.77525,0.84405,0.4445
142.62,142.9,144.29,0.97346,1.009,1.0399,143.61,143.9,145.29,0.9966,0.99443,0.98865
151.46,150.33,150.09,1.0003,0.98534,0.98612,152.46,151.33,151.09,0.99666,0.99632,0.99224
179.27,177.54,175.32,1.0255,0.98082,0.95643,180.27,178.54,176.32,0.99779,0.99745,0.99616
170.51,168.61,166.55,1.025,0.97792,0.95412,171.51,169.61,167.55,0.99695,0.9972,0.99456
109.91,101.04,98.606,1.0921,0.85013,0.8159,110.91,102.04,99.606,0.93862,0.95847,0.85855
102.25,93.836,93.928,1.0288,0.85396,0.88274,103.25,94.836,94.928,0.96091,0.96603,0.8842
112.75,109.01,106.97,1.0408,0.93505,0.90089,113.75,110.01,107.97,0.94509,0.95539,0.95947
107.79,110.87,110.05,1.0195,1.0612,1.0474,108.79,111.87,111.05,0.94006,0.91732,0.95352
141.32,121.05,104.25,1.3261,0.75492,0.59401,142.03,122.03,105.42,0.96055,0.87655,0.82103
117.13,99.452,86.43,1.2806,0.75214,0.60884,118.08,100.45,87.44,0.95723,0.87433,0.80457
71.936,66.659,63.671,1.0962,0.85867,0.78345,72.936,67.659,64.671,0.97651,0.88766,0.85425
68.989,64.486,62.049,1.0802,0.87378,0.8091,69.989,65.486,63.049,0.9627,0.86006,0.80378
164.46,126.08,108.54,1.3471,0.59918,0.44742,165.46,127.08,109.54,0.92057,0.93077,0.82867
169.92,133.05,113.87,1.3638,0.62177,0.45938,170.92,134.05,114.87,0.92713,0.90303,0.80573
133.57,120.07,110.2,1.1871,0.80813,0.68077,134.57,121.07,111.2,0.96277,0.9187,0.82512
135.07,120.7,110.78,1.1871,0.79858,0.67278,136.07,121.7,111.78,0.9573,0.94127,0.85733
77.633,99.405,58.103,3.1504,1.8747,0.58582,78.633,100.4,59.116,0.783,0.89182,0.88577
133.98,122.34,62.259,6.6159,0.89241,0.23973,134.98,123.34,63.455,0.90515,0.80657,0.63911
60.654,84.789,44.192,3.7549,2.1771,0.57317,61.654,85.789,45.348,0.81198,0.87711,0.8917
106.86,89.764,31.197,17.019,0.81807,0.12837,107.86,90.764,34.371,0.92456,0.84132,0.74696
79.568,81.999,62.455,2.2715,1.1898,0.64522,80.568,82.999,63.455,0.86452,0.90143,0.90929
76.808,81.836,53.754,2.8182,1.3015,0.49048,77.808,82.836,54.756,0.79488,0.8541,0.90878
72.722,76.256,90.219,0.71455,1.0997,1.5397,73.722,77.256,91.219,0.97316,0.96267,0.92063
85.443,81.402,86.479,0.89531,0.9128,1.0435,86.443,82.402,87.479,0.94544,0.93601,0.78058
106.92,103.54,71.834,2.3201,0.95361,0.47022,107.91,104.54,72.858,0.89659,0.8804,0.8623
105.6,101.3,100.38,1.0569,0.9272,0.92913,106.57,102.3,101.39,0.98814,0.97581,0.95847
104.58,99.751,77.079,1.9208,0.9124,0.63102,105.58,100.75,78.085,0.92318,0.87391,0.85152
97.141,96.36,101.49,0.90125,0.98416,1.0922,98.141,97.36,102.49,0.99212,0.99144,0.98597
53.791,58.585,73.573,0.63529,1.1861,1.8715,54.791,59.585,74.573,0.97481,0.97539,0.9571
57.161,62.916,80.193,0.61635,1.2108,1.966,58.161,63.916,81.193,0.98075,0.97967,0.96367
49.196,52.775,65.351,0.65252,1.1501,1.7632,50.196,53.775,66.351,0.97162,0.97444,0.9648
